ADDRESS,CITY,ZIPCODE,LOCATION,DATESOLD,MONTH,PRICE,BEDROOMS,BATHROOMS,SQFT,LOTSIZE,PRICE_PER_SQFT,HOA,HOA_MONTHLY,YEARBUILT,HOUSE_AGE,DAYS_ON_MARKET,LATITUDE,LONGITUDE
2492 Leyland Rdg,Herndon,20171,OAKMILL,2021-10-04,October,771000,4,3.5,3500,4662,220,Yes,140.0,2001,20,87,38.944882899999996,-77.3954883
1510 Meadow Chase Dr,Herndon,20170,KINGSTREAM,2021-06-02,June,739000,4,3.5,2914,9217,254,Yes,40.0,1989,32,211,38.98519520000001,-77.3704176
1207 Cameo Ct,Herndon,20170,SHAKER WOODS,2021-06-18,June,932500,4,3.5,3931,16457,237,Yes,21.0,1989,32,195,38.9973519,-77.3664255
2902 Timber Wood Way,Herndon,20171,GLENBROOKE WOODS II,2021-12-07,December,740000,4,3.5,1781,16910,415,Yes,27.0,1979,42,23,38.9155612,-77.38472519999999
2119 Maleady Dr,Herndon,20170,REFLECTION LAKE,2021-08-16,August,565000,4,2.5,2047,8403,276,Yes,30.0,1974,47,136,38.9639273,-77.41073440000001
2958 Emerald Chase Dr,Herndon,20171,EMERALD CHASE,2021-07-26,July,639000,3,2.5,1920,13924,333,Yes,63.0,1984,37,157,38.922714899999995,-77.3998381
602 Austin Ln,Herndon,20170,HERNDON WOODS,2021-08-31,August,620000,4,2.5,1768,16029,351,No,0.0,1955,66,121,38.963907899999995,-77.3848597
406 Queens Row St,Herndon,20170,HUNTERS CREEK,2021-05-03,May,625000,4,2.5,2752,9164,227,Yes,6.0,1976,45,241,38.9780472,-77.36925140000001
3022 Dower House Dr,Herndon,20171,FRANKLIN FARM,2021-08-26,August,795000,5,3.5,2542,10340,313,Yes,90.0,1983,38,126,38.9111109,-77.38773
13007 New Austin Ct,Herndon,20171,MONTEREY,2021-02-15,February,660000,5,3.5,1852,11140,356,Yes,18.0,1982,39,318,38.9331598,-77.39584709999998
12507 Northern Valley Ct,Herndon,20171,SOUTHFIELD,2021-04-02,April,735000,4,3.0,2416,29166,304,Yes,7.0,1978,43,272,38.9021722,-77.37779590000001
13421 Parcher Ave,Herndon,20170,REFLECTION LAKE,2021-04-05,April,575000,4,2.5,1398,9168,411,Yes,8.0,1982,39,269,38.966314600000004,-77.41275209999999
806 Mosby Hollow Dr,Herndon,20170,MOSBY HEIGHTS,2021-07-16,July,580000,3,2.0,1830,9664,317,No,0.0,1977,44,167,38.972106700000005,-77.3978202
1002 Young Ave,Herndon,20170,MONROE PLACE,2021-11-18,November,1100000,6,5.5,6623,11278,166,No,0.0,2004,17,42,38.9842703,-77.3855997
1448 Kingsvale Cir,Herndon,20170,KINGSTREAM,2021-12-15,December,760000,4,3.5,3248,9840,234,Yes,40.0,1986,35,15,38.9880723,-77.3719651
848 Moffett Forge Rd,Herndon,20170,GRAYMOOR,2021-03-19,March,611700,4,2.5,2172,10501,282,No,0.0,1986,35,286,38.9819107,-77.3814512
836 Colvin Ct,Herndon,20170,CHELMSFORD,2021-03-19,March,611000,4,3.0,1276,11909,479,No,0.0,1975,46,286,38.9736506,-77.3752618
3225 Tranquility Ln,Herndon,20171,FRANKLIN FARM,2021-05-27,May,485000,2,2.0,1217,10870,399,Yes,90.0,1984,37,217,38.9113241,-77.4128418
1350 Oakshire Ct,Herndon,20170,TREESIDE,2021-03-31,March,485000,4,3.0,1644,13647,295,No,0.0,1975,46,274,38.97443,-77.40329100000001
13125 Ladybank Ln,Herndon,20171,CHANTILLY HIGHLANDS,2021-07-14,July,823000,4,3.5,2161,9163,381,Yes,36.0,1988,33,169,38.9153064,-77.40333580000001
13110 Anvil Pl,Oak Hill,20171,SYCAMORE RIDGE,2021-06-30,June,935000,5,3.5,4525,10038,207,Yes,43.0,1989,32,183,38.9368391,-77.400309
1404 Rock Ridge Ct,Herndon,20170,HASTINGS HUNT,2021-03-11,March,695000,4,2.5,2494,8506,279,Yes,47.0,1991,30,294,38.9963984,-77.38261729999999
1557 Hiddenbrook Dr,Herndon,20170,HIDDENBROOK,2021-05-12,May,612000,4,3.0,1734,9134,353,Yes,13.0,1978,43,232,38.9900265,-77.3866985
13370 Scotsmore Way,Herndon,20171,CHANTILLY HIGHLANDS,2021-05-17,May,865000,4,3.5,2472,10706,350,Yes,36.0,1987,34,227,38.9166598,-77.4113173
1518 Millikens Bend Rd,Herndon,20170,HIDDENBROOK,2021-05-11,May,600000,3,2.0,1616,10738,371,Yes,14.0,1973,48,233,38.9918963,-77.38472519999999
3038 Jeannie Anna Ct,Herndon,20171,CHANTILLY,2021-07-14,July,980000,4,3.5,3630,11035,270,Yes,36.0,1992,29,169,38.920475,-77.40855970000001
12470 Manderley Way,Oak Hill,20171,FOLKSTONE,2021-10-08,October,1156000,4,4.0,3888,30033,297,Yes,8.0,1976,45,83,38.9064205,-77.37642790000001
1309 Rock Chapel Rd,Herndon,20170,CRESTBROOK,2021-07-16,July,705000,5,3.5,3022,15243,233,Yes,4.0,1979,42,167,39.001882200000004,-77.3762933
3209 Kilbrennan Ct,Herndon,20171,CHANTILLY,2021-06-21,June,830000,4,3.5,3378,12459,246,Yes,36.0,1985,36,192,38.9156843,-77.41893950000001
12673 Still Pond Ln,Oak Hill,20171,FRANKLIN FARM,2021-12-09,December,900000,4,3.0,3160,11521,285,Yes,96.0,1983,38,21,38.9092254,-77.3888512
13133 New Parkland Dr,Oak Hill,20171,BRADLEY ACRES,2021-12-29,December,780000,4,2.5,3002,13998,260,Yes,72.0,1985,36,1,38.927867299999996,-77.40069009999999
117 Vinehaven Way,Herndon,20170,VINEHAVEN,2021-11-30,November,825000,3,3.5,2344,4909,352,Yes,140.0,2016,5,30,38.9721495,-77.3886718
12905 Brafferton Ct,Herndon,20171,MONROE MANOR,2021-06-15,June,955000,5,3.5,2795,10020,342,Yes,59.0,1994,27,198,38.9381551,-77.3930667
1627 Nathan Ln,Herndon,20170,KINGSTON CHASE,2021-06-16,June,503000,3,2.5,1288,11621,391,Yes,30.0,1978,43,197,38.9862963,-77.3938515
12122 Folkstone Dr,Oak Hill,20171,FOLKSTONE,2021-10-01,October,767500,4,2.5,2644,25428,290,Yes,8.0,1978,43,90,38.9092471,-77.3659321
1322 Shallow Ford Rd,Herndon,20170,CRESTBROOK,2021-12-20,December,645000,4,2.5,2752,8981,234,Yes,4.0,1983,38,10,39.0003991,-77.3759345
1554 Brownsville Dr,Herndon,20170,CRESTBROOK,2021-05-07,May,713054,4,3.5,2866,10691,249,Yes,4.0,1985,36,237,38.9997919,-77.3784462
12611 Builders Rd,Herndon,20170,KINGSTON CHASE,2021-07-20,July,640000,3,3.0,1674,8991,382,Yes,30.0,1979,42,163,38.9825544,-77.3891651
11614 Cedar Chase Rd,Herndon,20170,CEDAR CHASE,2021-06-11,June,1199000,5,4.5,6047,23082,198,Yes,117.0,2001,20,202,39.0004646,-77.3481903
2623 Iron Forge Rd,Oak Hill,20171,SYCAMORE RIDGE,2021-11-12,November,800000,4,3.5,4727,9880,169,Yes,43.0,1989,32,48,38.9362447,-77.4001969
12820 Framingham Ct,Herndon,20171,FOX MILL ESTATES,2021-06-30,June,538000,4,3.0,2332,13666,231,Yes,16.0,1979,42,183,38.9318295,-77.39212490000001
2772 Mansway Dr,Herndon,20171,BRADLEY ACRES,2021-09-10,September,890000,4,3.0,4112,10019,216,Yes,70.0,1985,36,111,38.9301066,-77.39656459999999
2506 Deer Wood Ct,Herndon,20171,GREAT OAK,2021-04-23,April,831000,4,4.5,4486,3605,185,Yes,110.0,2003,18,251,38.9483827,-77.4021699
13614 Nubian Ct,Herndon,20171,CHANTILLY HIGHLANDS,2021-05-21,May,780000,4,2.5,2388,14880,327,Yes,36.0,1986,35,223,38.9192107,-77.4181325
12997 Azalea Woods Way,Herndon,20171,OAKMILL,2021-09-10,September,1085000,5,4.5,5429,8790,200,Yes,59.0,2000,21,111,38.9428415,-77.3951744
2567 Viking Dr,Herndon,20171,FOX MILL ESTATES,2021-11-23,November,550000,4,2.0,1592,10559,345,Yes,16.0,1976,45,37,38.9314408,-77.3830658
12721 Autumn Crest Dr,Oak Hill,20171,FRANKLINS TRUST,2021-05-05,May,1325000,4,3.5,4266,14369,311,Yes,67.0,2000,21,239,38.9030401,-77.3879318
12509 Dardanelle Ct,Herndon,20170,HASTINGS HUNT,2021-06-01,June,615000,4,3.5,2006,9430,307,Yes,45.0,1988,33,212,38.9972554,-77.3805542
909 Mcdaniel Ct,Herndon,20170,HALCYON OF HERNDON,2021-04-27,April,485000,3,2.0,1240,15345,391,No,0.0,1972,49,247,38.9772804,-77.38642940000001
3006 Pleasantree Ct,Herndon,20171,ASHBURTON MANORS,2021-03-18,March,935000,4,3.5,3810,9858,245,Yes,37.0,1993,28,287,38.915857200000005,-77.3925734
12937 Oak Lawn Pl,Oak Hill,20171,FRANKLIN OAKS,2021-05-12,May,1197500,4,3.5,4727,13278,253,Yes,58.0,1987,34,232,38.9216222,-77.3925958
13131 New Parkland Dr,Herndon,20171,BRADLEY ACRES,2021-04-29,April,800000,4,3.5,3558,11720,225,Yes,69.0,1986,35,245,38.9281278,-77.4008695
1020 Tyler St,Herndon,20170,VAN VLECKS ADDN,2021-07-20,July,1210000,4,3.5,4809,20000,252,No,0.0,1995,26,163,38.9798415,-77.37958990000001
3012 Gatepost Ln,Herndon,20171,FRANKLIN FARM,2021-03-12,March,615000,3,2.5,1664,9759,370,Yes,90.0,1982,39,293,38.9133053,-77.38943420000001
12134 Folkstone Dr,Oak Hill,20171,FOLKSTONE,2021-05-28,May,815000,4,2.5,2017,21140,404,Yes,8.0,1977,44,216,38.9091573,-77.366762
1298 Browns Mill Ct,Herndon,20170,HASTINGS HUNT,2021-09-30,September,660000,4,3.5,1746,8863,378,Yes,45.0,1989,32,91,39.0031431,-77.38066629999999
1431 Kingsvale Cir,Herndon,20170,KINGSTREAM,2021-11-18,November,796500,5,3.5,3430,12706,232,Yes,40.0,1986,35,42,38.988498299999996,-77.37091099999999
3217 Ox Meadow Ct,Oak Hill,20171,OX MEADOW,2021-05-27,May,1385000,4,4.5,7150,27024,194,Yes,58.0,2000,21,217,38.9006945,-77.3863173
3016 Gatepost Ln,Herndon,20171,FRANKLIN FARM,2021-05-27,May,600000,4,2.0,1495,10721,401,Yes,90.0,1983,38,217,38.9128381,-77.3895687
2781 Middleton Farm Ct,Oak Hill,20171,MIDDLETON FARMS,2021-07-02,July,985000,4,4.5,4352,9711,226,Yes,75.0,2007,14,181,38.9298671,-77.40356
12434 Wendell Holmes Rd,Herndon,20171,FOX MILL ESTATES,2021-06-29,June,735000,5,3.0,2545,10800,289,Yes,17.0,1979,42,184,38.9235761,-77.3750375
12815 Cross Creek Ln,Oak Hill,20171,FRANKLIN FARM,2021-10-25,October,830000,4,2.5,2554,10414,325,Yes,89.0,1982,39,66,38.9088742,-77.3926182
3042 Castlevine Ct,Oak Hill,20171,CROSEN PROPERTY,2021-10-12,October,1411000,5,4.5,5456,36087,259,No,0.0,1993,28,79,38.9022985,-77.3672105
1318 Browns Mill Ct,Herndon,20170,CRESTBROOK,2021-08-16,August,710000,4,2.5,2166,11364,328,Yes,4.0,1988,33,136,39.001115399999996,-77.3806439
1615 Lefrak Ct,Herndon,20170,KINGSTON CHASE,2021-08-19,August,585000,4,2.5,1836,8964,319,Yes,31.0,1984,37,133,38.9885701,-77.3939187
1308 Boulder Crest Ct,Herndon,20170,CRESTBROOK,2021-06-28,June,670000,3,3.5,2330,10426,288,Yes,4.0,1985,36,185,38.998862599999995,-77.3803972
652 Alabama Dr,Herndon,20170,CHANDON,2021-03-18,March,560000,5,3.0,1567,10710,357,No,0.0,1961,60,287,38.961878000000006,-77.388313
13098 Mares Neck Ln,Oak Hill,20171,HORSEPEN ACRES,2021-05-03,May,1000000,5,4.5,4612,22391,217,No,0.0,1998,23,241,38.926492200000006,-77.39876190000001
13516 Coates Ln,Herndon,20171,FRANKLIN FARM,2021-04-30,April,535100,3,2.5,1419,4444,377,Yes,103.0,1984,37,244,38.9129667,-77.4142766
12700 Flagship Ct,Herndon,20170,KINGSTON CHASE,2021-05-07,May,635000,4,3.5,2070,12809,307,Yes,31.0,1983,38,237,38.989300799999995,-77.3903311
12701 Flagship Ct,Herndon,20170,KINGSTON CHASE,2021-10-29,October,549900,4,2.5,2300,8788,239,Yes,31.0,1983,38,62,38.98907,-77.3904208
1078 Cedar Chase Ct,Herndon,20170,CEDAR CHASE,2021-06-28,June,1100000,5,4.5,5682,19074,194,Yes,125.0,2000,21,185,38.9993616,-77.3474515
13110 Meadow Hall Ct,Herndon,20171,MEADOW HALL,2021-12-10,December,1007000,5,4.5,4880,9215,206,Yes,48.0,1989,32,20,38.933269,-77.40199059999999
12905 Rose Grove Dr,Oak Hill,20171,THOMPSON ROAD PROPERTY,2021-08-04,August,1700000,6,5.0,7995,37343,213,Yes,95.0,2006,15,148,38.900166299999995,-77.3961834
12502 Nathaniel Oaks Dr,Herndon,20171,WEST RIDGE,2021-05-11,May,1200000,5,4.5,5084,36917,236,Yes,29.0,1995,26,233,38.892308899999996,-77.3755757
12035 Lake Newport Rd,Reston,20194,RESTON,2021-06-17,June,820000,5,2.5,2427,15791,338,Yes,60.0,1986,35,196,38.97950529999999,-77.36407059999999
12600 Terrymill Dr,Herndon,20170,HASTINGS HUNT,2021-06-04,June,710000,4,2.5,2874,9698,247,Yes,55.0,1988,33,209,38.9994669,-77.3846355
1212 Summerfield Dr,Herndon,20170,FOUR SEASONS,2021-07-26,July,650000,4,4.0,2483,13433,262,Yes,47.0,1976,45,157,38.9682339,-77.4020354
904 Ballou St,Herndon,20170,BALLOU,2021-07-30,July,500000,3,1.0,1032,19205,484,No,0.0,1959,62,153,38.9751999,-77.3861155
13225 Wrenn House Ln,Herndon,20171,FRANKLIN FARM,2021-07-16,July,810000,3,3.5,2399,12352,338,Yes,90.0,1986,35,167,38.904933500000006,-77.4054433
13147 Tuckaway Dr,Herndon,20171,FRANKLIN FARM,2021-06-30,June,880000,5,3.5,3458,8580,254,Yes,90.0,1985,36,183,38.9039735,-77.4021699
1721 Whitewood Ln,Herndon,20170,FOREST RIDGE,2021-05-12,May,652000,4,2.5,2409,13895,271,Yes,11.0,1980,41,232,38.984393299999994,-77.3979099
1617 Winterwood Pl,Herndon,20170,KINGSTON CHASE,2021-08-03,August,651500,4,3.5,2962,8500,220,Yes,30.0,1979,42,149,38.9842456,-77.387573
103 Madison Ridge Ln,Herndon,20170,MADISON RIDGE,2021-08-20,August,810000,4,3.5,2840,10019,285,Yes,22.0,2009,12,132,38.9710362,-77.3737368
1461 Kingstream Dr,Herndon,20170,KINGSTREAM,2021-07-15,July,715000,4,3.0,2200,11666,325,Yes,40.0,1986,35,168,38.9884246,-77.3702382
1212 Shaker Dr,Herndon,20170,SHAKER WOODS,2021-06-24,June,830000,4,3.5,3432,25000,242,Yes,16.0,1984,37,189,38.9916903,-77.3477193
12315 Blair Ridge Rd,Fairfax,22033,TILTON VALLEY ESTATES,2021-06-04,June,1425000,6,5.5,6005,38735,237,No,0.0,1991,30,209,38.887710299999995,-77.37411800000001
13589 Cobra Dr,Herndon,20171,CHANTILLY,2021-11-05,November,985000,4,3.5,3641,17352,271,Yes,36.0,1991,30,55,38.921852,-77.4106895
1314 Cold Harbor Ct,Herndon,20170,CRESTBROOK,2021-05-07,May,605000,3,2.5,2094,9307,289,Yes,4.0,1980,41,237,39.0001855,-77.3750823
1545 Youngs Point Pl,Herndon,20170,HIDDENBROOK,2021-04-27,April,560000,3,2.0,1449,9015,386,Yes,14.0,1975,46,247,38.992095,-77.38764029999999
1491 Kingstream Dr,Herndon,20170,KINGSTREAM,2021-06-23,June,800000,5,3.5,4023,10216,199,Yes,40.0,1988,33,190,38.9852189,-77.3710007
3128 Kinross Cir,Herndon,20171,CHANTILLY,2021-08-17,August,749000,4,3.0,2128,11208,352,Yes,36.0,1985,36,135,38.9185186,-77.4143662
12707 Garberry Ct,Herndon,20170,HIDDENBROOK,2021-03-26,March,545000,3,2.0,1560,8880,349,Yes,14.0,1974,47,279,38.9948357,-77.3862949
12018 Trossack Rd,Herndon,20170,STUART RIDGE,2021-09-15,September,590000,3,3.0,1761,8983,335,No,0.0,1975,46,106,38.9847105,-77.3627025
12671 Magna Carta Rd,Herndon,20171,FOX MILL ESTATES,2021-09-10,September,620000,5,3.0,2184,10597,284,Yes,16.0,1979,42,111,38.9346856,-77.3859361
3208 Spring Rain Ct,Oak Hill,20171,OAKTON RIDGE,2021-11-17,November,1350000,4,4.5,5905,13350,229,Yes,67.0,1999,22,43,38.9016749,-77.38481490000001
12398 Rock Ridge Rd,Herndon,20170,CRESTBROOK,2021-04-05,April,680000,5,2.5,2608,8792,261,Yes,4.0,1986,35,269,38.99967410000001,-77.37956750000001
12675 Still Pond Ln,Oak Hill,20171,FRANKLIN FARM,2021-09-24,September,750000,4,3.5,2684,11798,279,Yes,90.0,1982,39,97,38.9095066,-77.3888512
2903 Rock Manor Ct,Oak Hill,20171,FOLKSTONE,2021-05-21,May,837000,5,2.5,2970,22887,282,Yes,8.0,1976,45,223,38.9077768,-77.3657078
1601 Jubilation Ct,Herndon,20170,KINGSTON CHASE,2021-07-09,July,632000,4,3.0,2536,10771,249,Yes,30.0,1981,40,174,38.9907019,-77.39360479999999
2370 Stone Fence Ln,Herndon,20171,GREAT OAK,2021-08-31,August,745000,4,3.5,3120,3920,239,Yes,110.0,2004,17,121,38.9490248,-77.4003314
12804 Reams Station Pl,Herndon,20170,HIDDENBROOK,2021-05-07,May,613000,4,2.5,2700,9161,227,Yes,13.0,1976,45,237,38.9943687,-77.3908244
1534 Youngs Point Pl,Herndon,20170,HIDDENBROOK,2021-09-14,September,512500,4,2.5,1728,10195,297,Yes,14.0,1975,46,107,38.9929045,-77.3888063
3020 Jonquilla Ct,Oak Hill,20171,NAVY SUBDIVISION,2021-08-09,August,1850000,5,6.0,5300,17795,349,Yes,150.0,2020,1,143,38.9083804,-77.3820001
12512 Glenbrooke Woods Dr,Herndon,20171,GLENBROOKE WOODS,2021-10-19,October,750000,4,2.5,2264,17955,331,Yes,27.0,1978,43,72,38.91577879999999,-77.3804217
719 Palmer Dr,Herndon,20170,COURTS OF CHANDON,2021-04-30,April,554500,4,3.5,2893,9258,192,Yes,73.0,1976,45,244,38.9606635,-77.3926182
12316 Delevan Dr,Herndon,20171,MONEYS CORNER,2021-06-14,June,890000,5,3.0,4350,20196,205,Yes,33.0,1971,50,199,38.918363,-77.37216690000001
12603 Franklin Farm Rd,Herndon,20171,FRANKLIN FARM,2021-07-30,July,875000,5,3.5,2716,46120,322,Yes,90.0,1981,40,153,38.9057805,-77.384344
1192 Monroe St,Herndon,20170,VICTORIA MANOR,2021-11-08,November,575000,3,3.0,2174,10500,264,No,0.0,1986,35,52,38.9834922,-77.3849046
12015 Saint Helena Dr,Oakton,22124,OAKTON VALE,2021-04-30,April,1135000,4,3.0,3652,64300,311,No,0.0,1984,37,244,38.8963408,-77.3632407
812 Grant St,Herndon,20170,SUGARLAND HEIGHTS,2021-07-08,July,501000,4,2.0,1424,10720,352,No,0.0,1962,59,175,38.9734016,-77.3788499
3189 Mary Etta Ln,Oak Hill,20171,SHADETREE ESTATES,2021-10-05,October,1650000,5,4.5,6731,46000,245,Yes,80.0,1993,28,86,38.8959737,-77.36667220000001
509 Fillmore St,Herndon,20170,CHELMSFORD,2021-10-19,October,610000,4,3.0,1234,10225,494,No,0.0,1975,46,72,38.973884399999996,-77.3750151
2906 Rock Manor Ct,Oak Hill,20171,FOLKSTONE,2021-05-14,May,850000,5,2.5,3252,22023,261,Yes,8.0,1977,44,230,38.9071342,-77.3657078
2939 Timber Wood Way,Herndon,20171,GLENBROOKE WOODS II,2021-08-31,August,1000000,5,3.5,3700,15653,270,Yes,26.0,1984,37,121,38.9147631,-77.38073359999999
2918 Mother Well Ct,Herndon,20171,CHANTILLY HIGHLANDS,2021-04-09,April,875000,5,3.5,3364,14850,260,Yes,36.0,1990,31,265,38.9209805,-77.406385
1317 Monroe St,Herndon,20170,HERNDON,2021-07-14,July,485000,3,2.0,912,18731,532,No,0.0,1970,51,169,38.987756700000006,-77.3839179
617 Merlins Ln,Herndon,20170,HUNTERS CREEK,2021-07-30,July,467500,3,3.0,1092,6925,428,Yes,7.0,1978,43,153,38.97825039999999,-77.37696609999999
1253 Redwood Ct,Herndon,20170,TREESIDE,2021-07-15,July,695000,5,3.5,2075,18219,335,No,0.0,1974,47,168,38.9723414,-77.4021699
12454 Plowman Ct,Herndon,20170,CRESTBROOK,2021-07-14,July,751000,4,3.0,2272,9550,331,Yes,4.0,1984,37,169,39.000243499999996,-77.3737816
3021 Summershade Ct,Herndon,20171,WEST OX CLUSTER,2021-06-28,June,675000,4,2.5,2264,8540,298,Yes,66.0,1981,40,185,38.9159018,-77.3984928
13127 Bradley Farm Dr,Herndon,20171,BRADLEY ACRES,2021-10-29,October,855000,5,3.5,3379,8931,253,Yes,71.0,1988,33,62,38.9261027,-77.4054882
408 Madison St,Herndon,20170,MADISON FOREST,2021-07-28,July,701000,5,3.5,3450,10001,203,No,0.0,1988,33,155,38.9718308,-77.37384890000001
511 Pembrook Ct,Herndon,20170,HUNTERS CREEK,2021-11-12,November,600000,4,3.5,2352,9278,255,Yes,23.0,1977,44,48,38.978136600000006,-77.37409559999999
1303 Boulder Crest Ct,Herndon,20170,CRESTBROOK,2021-10-04,October,680000,4,3.0,2986,9438,228,Yes,4.0,1985,36,87,38.999708500000004,-77.3798814
2969 Brook Mill Ct,Herndon,20171,FRANKLIN OAKS,2021-03-02,March,946100,4,3.5,3362,14365,281,Yes,58.0,1987,34,303,38.9193283,-77.3916316
839 Elden St,Herndon,20170,TOWN OF HERNDON,2021-08-06,August,795000,4,3.5,2280,10860,349,No,0.0,1920,101,146,38.969349,-77.3912744
1512 Judd Ct,Herndon,20170,RIDGEGATE WOODS,2021-05-24,May,950000,5,4.5,4800,8160,198,Yes,47.0,1997,24,220,38.9878595,-77.3817427
12032 Stuart Ridge Dr,Herndon,20170,STUART RIDGE,2021-02-15,February,570000,4,2.0,999,9600,571,No,0.0,1976,45,318,38.98384620000001,-77.36359959999999
1256 Rowland Dr,Herndon,20170,SHAKER WOODS,2021-04-26,April,880021,5,3.5,3114,24414,283,Yes,21.0,1989,32,248,38.9934989,-77.36658249999999
1268 Redwood Ct,Herndon,20170,TREESIDE,2021-08-20,August,527500,3,2.0,1368,8501,386,No,0.0,1975,46,132,38.9737831,-77.40324609999999
13027 Monroe Manor Dr,Herndon,20171,MONROE MANOR,2021-07-09,July,1025000,5,3.5,4360,10894,235,Yes,59.0,1998,23,174,38.9398645,-77.398605
13457 Muirkirk Ln,Herndon,20171,CHANTILLY HIGHLANDS,2021-06-01,June,495000,2,2.0,972,9166,509,Yes,36.0,1983,38,212,38.915724100000006,-77.41378329999999
3231 Kinross Cir,Herndon,20171,CHANTILLY HIGHLANDS,2021-06-01,June,725000,4,3.0,2573,10690,282,Yes,36.0,1984,37,212,38.913872999999995,-77.4115415
1151 Silver Beech Rd,Herndon,20170,SUGAR CREEK FIRST ADDITI,2021-06-07,June,1065000,4,3.5,4945,26103,215,No,0.0,1987,34,206,39.0035561,-77.3601007
11596 Cedar Chase Rd,Herndon,20170,CEDAR CHASE,2021-12-14,December,1180000,5,6.0,7836,16111,151,Yes,117.0,2000,21,16,38.9989739,-77.3470253
13119 Applegrove Ln,Herndon,20171,FRANKLIN FARM,2021-06-10,June,755000,4,3.5,3162,8655,239,Yes,90.0,1985,36,203,38.904291799999996,-77.39589190000001
12708 Firenze Ct,Herndon,20171,FOX MILL ESTATES,2021-08-27,August,620000,3,2.5,1442,11297,430,Yes,17.0,1977,44,125,38.9321018,-77.38764029999999
12524 Arnsley Ct,Herndon,20171,SECOND ADDITON FOX MILL,2021-04-28,April,670000,4,3.0,1975,12428,339,Yes,5.0,1985,36,246,38.9339437,-77.37952259999999
3160 Kinross Cir,Herndon,20171,CHANTILLY HIGHLANDS,2021-07-14,July,825000,4,3.5,3394,9068,243,Yes,36.0,1988,33,169,38.9183339,-77.408627
3143 Kinross Cir,Herndon,20171,CHANTILLY HIGHLANDS,2021-07-30,July,800000,3,3.5,3007,9486,266,Yes,36.0,1987,34,153,38.9178185,-77.4116311
2934 Ashdown Forest Dr,Herndon,20171,WEST OX CLUSTER,2021-09-10,September,620000,4,2.5,2078,10156,298,Yes,66.0,1981,40,111,38.9173435,-77.3962507
13315 Horsepen Woods Ln,Herndon,20171,MIDDLETON FARM,2021-08-13,August,875000,4,3.5,4230,5881,207,Yes,67.0,2000,21,139,38.928439399999995,-77.4072145
2615 Claxton Dr,Herndon,20171,FOX MILL ESTATES,2021-07-23,July,639000,5,3.0,2184,14400,293,Yes,16.0,1975,46,160,38.9290207,-77.3855324
2916 Amber Oaks Ct,Herndon,20171,OAK FARMS,2021-10-22,October,1280000,4,4.5,5440,18586,235,Yes,72.0,1999,22,69,38.916971600000004,-77.39064499999999
13205 Caroline Ct,Herndon,20171,CHANTILLY HIGHLANDS,2021-06-30,June,888000,4,3.0,2899,9214,306,Yes,36.0,1989,32,183,38.9161713,-77.4073939
3111 Hannahs Pond Ln,Herndon,20171,FRANKLIN FARM,2021-09-15,September,962500,4,3.5,3840,9436,251,Yes,90.0,1985,36,106,38.908545700000005,-77.38961359999999
3019 Jonquilla Ct,Oak Hill,20171,NAVY SUBDIVISION,2021-09-22,September,1730000,6,7.5,5246,15141,330,Yes,150.0,2020,1,99,38.908356500000004,-77.38140200000001
3408 Oakton Chase Ct,Herndon,20171,OAKTON CHASE,2021-05-19,May,1525000,6,6.5,7295,37686,209,No,0.0,1998,23,225,38.8960489,-77.3886493
12703 Carlsbad Ct,Herndon,20171,FOX MILL ESTATES,2021-10-08,October,580000,4,2.0,2136,14493,272,Yes,16.0,1975,46,83,38.929664700000004,-77.3838955
2794 Crystal Wood Ct,Herndon,20171,GLENBROOKE WOODS II,2021-10-15,October,600000,4,2.5,1781,15433,337,Yes,27.0,1979,42,76,38.91516729999999,-77.38369370000001
12101 Thoroughbred Rd,Herndon,20171,VALE VALLEY FARMS,2021-06-04,June,1300000,4,4.5,3330,217887,390,No,0.0,1966,55,209,38.9122443,-77.3657976
1361 Butter Churn Dr,Herndon,20170,CRESTBROOK,2021-06-07,June,685000,4,2.5,3272,10559,209,Yes,4.0,1983,38,206,39.0015877,-77.37232390000001
1161 Taji Ct,Herndon,20170,SUGAR CREEK 1ST ADDITION,2021-07-30,July,1050000,4,2.5,3714,29116,283,No,0.0,1989,32,153,39.0019584,-77.35942790000001
13512 Coates Ln,Herndon,20171,FRANKLIN FARM,2021-10-08,October,500000,3,2.0,1217,4800,411,Yes,112.0,1984,37,83,38.913002899999995,-77.413873
12734 Taustin Ln,Herndon,20170,KINGSTON CHASE,2021-03-19,March,650000,4,2.5,2066,9023,315,Yes,30.0,1974,47,286,38.9850044,-77.39616099999999
1414 Valebrook Ln,Herndon,20170,KINGSTREAM,2021-05-20,May,635000,4,3.5,2284,12246,278,Yes,40.0,1987,34,224,38.9898399,-77.36961020000001
